,Class,x1,y1,x2,y2,Frame
18,laptop,552,378,718,467,frame3719.jpg
19,laptop,586,425,812,699,frame3719.jpg
0,mouse,292,408,353,433,frame3720.jpg
3,keyboard,263,460,395,529,frame3720.jpg
4,keyboard,638,566,722,676,frame3720.jpg
6,mouse,370,538,416,568,frame3720.jpg
7,laptop,266,375,354,405,frame3720.jpg
8,laptop,724,371,828,462,frame3720.jpg
13,laptop,258,388,478,540,frame3720.jpg
16,laptop,551,378,719,466,frame3720.jpg
19,laptop,586,425,812,699,frame3720.jpg
3,keyboard,262,460,394,529,frame3721.jpg
4,keyboard,638,565,718,679,frame3721.jpg
6,laptop,266,375,355,403,frame3721.jpg
7,mouse,370,536,416,568,frame3721.jpg
12,laptop,722,372,848,464,frame3721.jpg
13,laptop,260,388,478,540,frame3721.jpg
15,laptop,586,424,807,698,frame3721.jpg
16,laptop,552,378,718,467,frame3721.jpg
0,mouse,291,408,354,433,frame3722.jpg
2,keyboard,636,564,722,682,frame3722.jpg
3,keyboard,263,460,394,529,frame3722.jpg
5,laptop,266,375,354,405,frame3722.jpg
6,mouse,370,537,416,568,frame3722.jpg
10,laptop,587,423,792,699,frame3722.jpg
12,laptop,260,388,478,539,frame3722.jpg
13,laptop,722,371,851,469,frame3722.jpg
17,laptop,552,378,718,466,frame3722.jpg
0,mouse,290,407,354,433,frame3723.jpg
3,keyboard,262,460,394,529,frame3723.jpg
4,keyboard,637,564,722,672,frame3723.jpg
6,laptop,266,376,354,406,frame3723.jpg
7,mouse,370,537,417,567,frame3723.jpg
12,laptop,259,388,478,540,frame3723.jpg
16,laptop,723,370,857,478,frame3723.jpg
17,laptop,552,378,718,466,frame3723.jpg
18,laptop,586,424,810,700,frame3723.jpg
0,mouse,292,406,354,434,frame3724.jpg
2,laptop,267,378,350,408,frame3724.jpg
3,keyboard,637,564,722,673,frame3724.jpg
4,keyboard,262,460,394,529,frame3724.jpg
6,mouse,370,536,416,568,frame3724.jpg
12,laptop,260,386,479,537,frame3724.jpg
13,laptop,723,370,859,482,frame3724.jpg
16,laptop,551,378,719,466,frame3724.jpg
18,laptop,586,424,808,700,frame3724.jpg
0,laptop,267,378,350,407,frame3725.jpg
2,mouse,292,406,355,434,frame3725.jpg
3,keyboard,637,564,722,673,frame3725.jpg
4,keyboard,263,460,394,529,frame3725.jpg
6,mouse,370,536,416,568,frame3725.jpg
11,laptop,261,387,479,538,frame3725.jpg
13,laptop,723,371,858,483,frame3725.jpg
16,laptop,552,378,717,466,frame3725.jpg
18,laptop,586,424,808,700,frame3725.jpg
0,laptop,5,400,49,474,frame3726.jpg
1,mouse,292,406,358,434,frame3726.jpg
3,laptop,267,377,350,412,frame3726.jpg
4,keyboard,262,460,394,529,frame3726.jpg
6,keyboard,636,564,722,673,frame3726.jpg
7,mouse,370,536,417,568,frame3726.jpg
12,laptop,260,388,478,539,frame3726.jpg
15,laptop,724,370,856,484,frame3726.jpg
18,laptop,551,378,717,466,frame3726.jpg
19,laptop,585,424,809,701,frame3726.jpg
1,keyboard,637,564,723,681,frame3727.jpg
2,cell phone,611,238,664,294,frame3727.jpg
3,laptop,266,370,360,402,frame3727.jpg
4,keyboard,262,460,394,530,frame3727.jpg
6,mouse,370,537,416,567,frame3727.jpg
10,laptop,724,370,873,486,frame3727.jpg
13,laptop,260,386,479,538,frame3727.jpg
17,laptop,587,424,783,700,frame3727.jpg
18,laptop,552,380,718,465,frame3727.jpg
0,keyboard,636,564,722,682,frame3728.jpg
2,laptop,264,365,364,398,frame3728.jpg
3,keyboard,263,460,394,529,frame3728.jpg
5,mouse,370,537,416,567,frame3728.jpg
10,laptop,724,370,824,474,frame3728.jpg
13,laptop,261,387,478,537,frame3728.jpg
15,laptop,552,378,718,466,frame3728.jpg
17,laptop,588,424,778,700,frame3728.jpg
1,keyboard,636,564,722,682,frame3729.jpg
2,book,266,368,367,402,frame3729.jpg
3,laptop,874,279,947,313,frame3729.jpg
4,laptop,265,367,366,404,frame3729.jpg
5,keyboard,262,459,393,529,frame3729.jpg
7,mouse,370,537,417,567,frame3729.jpg
12,laptop,259,388,478,540,frame3729.jpg
15,laptop,723,369,809,467,frame3729.jpg
17,laptop,587,423,777,700,frame3729.jpg
19,laptop,551,378,719,466,frame3729.jpg
0,laptop,870,278,940,316,frame3730.jpg
2,keyboard,636,564,722,682,frame3730.jpg
3,cell phone,604,261,661,304,frame3730.jpg
5,keyboard,262,460,394,529,frame3730.jpg
6,laptop,265,374,360,404,frame3730.jpg
7,mouse,370,536,417,568,frame3730.jpg
11,laptop,260,387,478,537,frame3730.jpg
13,laptop,722,370,798,464,frame3730.jpg
17,laptop,588,424,776,700,frame3730.jpg
19,laptop,551,379,718,466,frame3730.jpg
2,keyboard,636,564,722,682,frame3731.jpg
3,keyboard,262,460,394,530,frame3731.jpg
4,cell phone,606,261,662,305,frame3731.jpg
5,laptop,266,374,358,405,frame3731.jpg
7,mouse,370,537,416,567,frame3731.jpg
8,mouse,293,407,364,434,frame3731.jpg
13,laptop,261,386,478,538,frame3731.jpg
15,laptop,722,369,798,466,frame3731.jpg
18,laptop,587,424,777,700,frame3731.jpg
20,laptop,552,378,718,466,frame3731.jpg
1,keyboard,636,564,722,682,frame3732.jpg
2,keyboard,262,460,393,530,frame3732.jpg
3,laptop,267,374,362,408,frame3732.jpg
5,cell phone,609,257,663,308,frame3732.jpg
6,mouse,292,406,364,434,frame3732.jpg
7,mouse,370,536,416,568,frame3732.jpg
12,laptop,262,386,478,538,frame3732.jpg
14,laptop,722,370,800,466,frame3732.jpg
17,laptop,587,422,778,700,frame3732.jpg
18,laptop,552,379,718,466,frame3732.jpg
0,keyboard,636,564,722,683,frame3733.jpg
2,cell phone,270,371,371,408,frame3733.jpg
3,laptop,270,370,370,410,frame3733.jpg
4,cell phone,615,256,672,308,frame3733.jpg
5,keyboard,262,460,394,529,frame3733.jpg
6,laptop,868,285,921,316,frame3733.jpg
8,mouse,370,536,416,568,frame3733.jpg
9,mouse,292,406,363,434,frame3733.jpg
13,laptop,260,387,478,540,frame3733.jpg
17,laptop,722,370,804,468,frame3733.jpg
20,laptop,588,423,778,700,frame3733.jpg
21,laptop,551,379,719,466,frame3733.jpg
1,keyboard,636,564,722,682,frame3734.jpg
2,laptop,270,370,370,410,frame3734.jpg
4,cell phone,270,371,371,408,frame3734.jpg
5,keyboard,262,460,394,530,frame3734.jpg
7,cell phone,617,256,672,308,frame3734.jpg
8,laptop,868,286,920,316,frame3734.jpg
9,mouse,370,536,417,568,frame3734.jpg
10,mouse,292,406,364,434,frame3734.jpg
15,laptop,262,386,478,538,frame3734.jpg
16,laptop,723,370,805,468,frame3734.jpg
21,laptop,588,423,778,700,frame3734.jpg
22,laptop,551,379,719,466,frame3734.jpg
0,laptop,267,373,368,414,frame3735.jpg
1,keyboard,636,564,723,682,frame3735.jpg
3,cell phone,270,372,372,408,frame3735.jpg
4,keyboard,262,460,394,529,frame3735.jpg
5,cell phone,619,256,672,307,frame3735.jpg
7,cup,870,284,920,317,frame3735.jpg
8,mouse,292,406,364,434,frame3735.jpg
9,mouse,370,537,416,568,frame3735.jpg
13,laptop,723,370,804,469,frame3735.jpg
15,laptop,261,387,479,538,frame3735.jpg
19,laptop,588,423,778,699,frame3735.jpg
21,laptop,551,379,719,466,frame3735.jpg
0,keyboard,636,564,722,682,frame3736.jpg
1,laptop,869,284,920,318,frame3736.jpg
3,cell phone,268,372,370,406,frame3736.jpg
4,laptop,266,374,367,412,frame3736.jpg
5,keyboard,262,460,394,530,frame3736.jpg
6,cup,870,284,920,318,frame3736.jpg
8,cell phone,616,257,672,307,frame3736.jpg
9,mouse,370,536,417,568,frame3736.jpg
10,mouse,292,406,365,434,frame3736.jpg
14,laptop,260,387,478,540,frame3736.jpg
15,laptop,722,370,804,470,frame3736.jpg
20,laptop,588,424,777,700,frame3736.jpg
22,laptop,551,379,718,466,frame3736.jpg
0,keyboard,636,564,722,682,frame3737.jpg
2,laptop,266,374,367,413,frame3737.jpg
3,keyboard,262,460,394,530,frame3737.jpg
4,cell phone,267,374,368,408,frame3737.jpg
5,cup,868,279,919,316,frame3737.jpg
7,cell phone,618,259,674,308,frame3737.jpg
8,mouse,292,406,364,434,frame3737.jpg
9,mouse,370,536,416,568,frame3737.jpg
13,laptop,722,370,804,469,frame3737.jpg
15,laptop,261,386,478,538,frame3737.jpg
19,laptop,587,422,776,700,frame3737.jpg
21,laptop,551,379,718,466,frame3737.jpg
0,keyboard,636,563,722,683,frame3738.jpg
2,mouse,712,572,776,616,frame3738.jpg
3,cell phone,268,373,371,407,frame3738.jpg
4,cup,867,282,926,318,frame3738.jpg
5,keyboard,262,460,393,529,frame3738.jpg
6,laptop,266,374,368,413,frame3738.jpg
8,cell phone,370,536,416,568,frame3738.jpg
9,mouse,370,536,416,568,frame3738.jpg
10,cell phone,616,258,674,310,frame3738.jpg
11,mouse,292,407,365,435,frame3738.jpg
15,laptop,723,370,804,469,frame3738.jpg
17,laptop,261,386,479,538,frame3738.jpg
22,laptop,587,424,780,700,frame3738.jpg
23,laptop,551,379,718,466,frame3738.jpg
0,keyboard,636,564,722,680,frame3739.jpg
2,cell phone,268,373,372,407,frame3739.jpg
3,laptop,266,374,368,412,frame3739.jpg
5,keyboard,262,460,394,530,frame3739.jpg
6,cell phone,616,259,674,310,frame3739.jpg
7,cup,866,281,915,316,frame3739.jpg
8,mouse,370,537,416,568,frame3739.jpg
9,mouse,291,406,363,435,frame3739.jpg
13,laptop,722,370,803,470,frame3739.jpg
14,laptop,260,386,478,538,frame3739.jpg
19,laptop,552,379,718,466,frame3739.jpg
21,laptop,588,424,778,700,frame3739.jpg
0,mouse,715,570,773,614,frame3740.jpg
1,keyboard,636,564,722,682,frame3740.jpg
3,laptop,5,402,48,476,frame3740.jpg
5,laptop,266,374,368,414,frame3740.jpg
6,keyboard,263,460,393,529,frame3740.jpg
7,cell phone,616,259,674,310,frame3740.jpg
8,cup,866,282,914,316,frame3740.jpg
9,mouse,370,536,416,568,frame3740.jpg
10,mouse,292,406,364,435,frame3740.jpg
14,laptop,261,388,478,540,frame3740.jpg
15,laptop,722,370,804,470,frame3740.jpg
20,laptop,588,423,776,700,frame3740.jpg
22,laptop,551,379,718,466,frame3740.jpg
0,keyboard,636,564,722,682,frame3741.jpg
2,laptop,267,374,369,416,frame3741.jpg
3,keyboard,262,461,392,530,frame3741.jpg
5,cell phone,616,259,674,309,frame3741.jpg
6,mouse,370,536,416,568,frame3741.jpg
7,cup,866,281,914,316,frame3741.jpg
8,mouse,292,406,364,435,frame3741.jpg
12,laptop,260,388,478,540,frame3741.jpg
13,laptop,722,369,804,469,frame3741.jpg
18,laptop,588,422,776,700,frame3741.jpg
20,laptop,551,379,718,465,frame3741.jpg
0,keyboard,636,564,723,684,frame3742.jpg
2,laptop,268,373,369,412,frame3742.jpg
3,cell phone,270,372,372,407,frame3742.jpg
4,cell phone,618,260,674,310,frame3742.jpg
6,keyboard,262,460,394,529,frame3742.jpg
7,cup,866,281,916,316,frame3742.jpg
8,mouse,370,537,416,568,frame3742.jpg
9,mouse,292,406,364,435,frame3742.jpg
13,laptop,260,387,478,540,frame3742.jpg
15,laptop,722,369,804,469,frame3742.jpg
20,laptop,588,424,776,700,frame3742.jpg
21,laptop,551,379,718,466,frame3742.jpg
0,cell phone,271,372,372,409,frame3743.jpg
1,keyboard,636,564,722,683,frame3743.jpg
2,laptop,268,373,370,417,frame3743.jpg
3,cell phone,611,258,674,310,frame3743.jpg
5,keyboard,262,460,394,530,frame3743.jpg
7,cup,866,284,918,316,frame3743.jpg
8,mouse,291,404,366,435,frame3743.jpg
9,mouse,370,536,416,568,frame3743.jpg
13,laptop,722,369,804,469,frame3743.jpg
15,laptop,262,386,478,538,frame3743.jpg
19,laptop,588,424,778,700,frame3743.jpg
21,laptop,552,379,718,466,frame3743.jpg
0,cell phone,269,372,373,409,frame3744.jpg
1,keyboard,636,564,722,681,frame3744.jpg
3,laptop,267,373,371,414,frame3744.jpg
5,keyboard,262,460,394,530,frame3744.jpg
6,cell phone,608,261,666,308,frame3744.jpg
7,mouse,292,405,366,434,frame3744.jpg
8,cup,866,279,918,318,frame3744.jpg
9,mouse,370,536,416,568,frame3744.jpg
11,laptop,724,370,804,466,frame3744.jpg
14,laptop,260,387,478,538,frame3744.jpg
20,laptop,588,424,780,700,frame3744.jpg
21,laptop,552,378,717,466,frame3744.jpg
0,cell phone,269,372,372,410,frame3745.jpg
1,keyboard,636,564,722,682,frame3745.jpg
3,cell phone,608,261,666,307,frame3745.jpg
5,laptop,267,373,370,415,frame3745.jpg
6,cup,866,280,920,318,frame3745.jpg
7,keyboard,262,460,394,530,frame3745.jpg
8,mouse,370,536,416,568,frame3745.jpg
9,mouse,292,406,365,434,frame3745.jpg
11,laptop,724,370,806,467,frame3745.jpg
14,laptop,261,386,478,538,frame3745.jpg
19,laptop,588,424,780,699,frame3745.jpg
21,laptop,552,379,718,466,frame3745.jpg
0,keyboard,636,564,722,683,frame3746.jpg
2,laptop,267,373,370,416,frame3746.jpg
4,cell phone,608,262,666,307,frame3746.jpg
5,keyboard,262,460,394,530,frame3746.jpg
6,mouse,718,574,774,614,frame3746.jpg
7,cup,866,278,920,319,frame3746.jpg
8,mouse,292,405,366,435,frame3746.jpg
9,mouse,370,536,417,568,frame3746.jpg
10,laptop,723,370,806,466,frame3746.jpg
14,laptop,260,387,478,540,frame3746.jpg
19,laptop,588,424,780,699,frame3746.jpg
21,laptop,552,378,718,466,frame3746.jpg
0,keyboard,637,564,723,682,frame3747.jpg
2,cell phone,270,372,372,409,frame3747.jpg
3,cell phone,607,262,667,308,frame3747.jpg
5,laptop,268,374,369,414,frame3747.jpg
6,keyboard,263,460,393,529,frame3747.jpg
7,mouse,717,575,775,615,frame3747.jpg
8,cup,866,278,922,319,frame3747.jpg
9,mouse,292,406,366,434,frame3747.jpg
10,mouse,370,536,416,568,frame3747.jpg
13,laptop,723,370,807,469,frame3747.jpg
17,laptop,261,386,479,538,frame3747.jpg
20,laptop,588,424,781,699,frame3747.jpg
22,laptop,552,379,718,466,frame3747.jpg
0,cell phone,270,372,371,408,frame3748.jpg
1,keyboard,636,564,722,682,frame3748.jpg
2,cell phone,608,262,666,308,frame3748.jpg
5,laptop,268,373,368,412,frame3748.jpg
6,keyboard,262,460,394,530,frame3748.jpg
7,mouse,717,576,776,616,frame3748.jpg
8,mouse,292,406,366,434,frame3748.jpg
9,cup,867,278,921,318,frame3748.jpg
10,mouse,370,536,416,568,frame3748.jpg
12,laptop,723,370,806,467,frame3748.jpg
16,laptop,261,386,479,538,frame3748.jpg
20,laptop,588,423,781,699,frame3748.jpg
22,laptop,552,378,718,466,frame3748.jpg
0,laptop,4,400,48,475,frame3749.jpg
1,keyboard,637,564,723,682,frame3749.jpg
2,cell phone,606,260,666,307,frame3749.jpg
4,laptop,268,373,368,410,frame3749.jpg
5,cell phone,270,372,372,408,frame3749.jpg
7,keyboard,262,461,394,530,frame3749.jpg
8,mouse,716,576,776,615,frame3749.jpg
9,cup,867,278,922,318,frame3749.jpg
10,mouse,370,536,416,568,frame3749.jpg
11,mouse,293,406,365,434,frame3749.jpg
13,laptop,722,370,806,466,frame3749.jpg
17,laptop,261,386,478,538,frame3749.jpg
21,laptop,588,424,782,699,frame3749.jpg
22,laptop,551,378,718,466,frame3749.jpg
0,keyboard,637,564,723,682,frame3750.jpg
1,cell phone,270,372,371,407,frame3750.jpg
3,keyboard,262,461,393,530,frame3750.jpg
4,laptop,268,374,368,411,frame3750.jpg
5,mouse,715,574,778,616,frame3750.jpg
6,mouse,292,406,364,434,frame3750.jpg
7,mouse,370,536,416,566,frame3750.jpg
8,cup,868,276,930,320,frame3750.jpg
10,laptop,724,370,806,468,frame3750.jpg
15,laptop,261,386,479,538,frame3750.jpg
19,laptop,552,378,717,467,frame3750.jpg
20,laptop,588,425,782,699,frame3750.jpg
0,laptop,4,401,48,475,frame3751.jpg
1,keyboard,637,564,723,682,frame3751.jpg
4,cell phone,270,373,371,406,frame3751.jpg
5,laptop,269,374,367,410,frame3751.jpg
6,keyboard,262,460,394,529,frame3751.jpg
7,cup,870,279,924,320,frame3751.jpg
8,mouse,292,406,365,434,frame3751.jpg
9,mouse,716,576,778,616,frame3751.jpg
10,mouse,370,536,416,568,frame3751.jpg
11,laptop,724,370,807,468,frame3751.jpg
16,laptop,260,387,478,538,frame3751.jpg
20,laptop,588,425,782,699,frame3751.jpg
21,laptop,552,378,717,467,frame3751.jpg
0,laptop,872,277,928,320,frame3752.jpg
1,cell phone,604,249,658,301,frame3752.jpg
3,keyboard,637,564,723,682,frame3752.jpg
4,cell phone,270,372,371,407,frame3752.jpg
6,laptop,5,402,48,476,frame3752.jpg
7,keyboard,262,460,394,529,frame3752.jpg
8,laptop,269,372,369,408,frame3752.jpg
9,mouse,716,575,778,615,frame3752.jpg
10,mouse,292,406,365,435,frame3752.jpg
11,cup,870,276,938,321,frame3752.jpg
12,mouse,370,536,416,568,frame3752.jpg
13,laptop,724,370,805,467,frame3752.jpg
17,laptop,260,386,478,538,frame3752.jpg
22,laptop,588,424,782,700,frame3752.jpg
24,laptop,552,378,718,466,frame3752.jpg
0,laptop,4,400,48,475,frame3753.jpg
1,keyboard,637,564,723,682,frame3753.jpg
2,cell phone,270,372,371,406,frame3753.jpg
3,cell phone,609,258,658,305,frame3753.jpg
5,laptop,269,372,370,407,frame3753.jpg
7,keyboard,262,460,394,530,frame3753.jpg
8,mouse,292,405,366,434,frame3753.jpg
9,mouse,716,576,776,614,frame3753.jpg
10,bowl,872,279,944,322,frame3753.jpg
11,cup,872,280,944,322,frame3753.jpg
12,laptop,874,279,942,321,frame3753.jpg
13,mouse,370,536,416,568,frame3753.jpg
14,laptop,724,370,805,464,frame3753.jpg
19,laptop,261,386,479,538,frame3753.jpg
22,laptop,588,424,782,699,frame3753.jpg
25,laptop,552,378,718,466,frame3753.jpg
0,mouse,292,404,365,434,frame3754.jpg
1,keyboard,636,564,724,682,frame3754.jpg
2,laptop,4,400,48,476,frame3754.jpg
4,cell phone,610,261,668,309,frame3754.jpg
5,laptop,269,373,365,412,frame3754.jpg
7,keyboard,263,460,393,529,frame3754.jpg
8,cell phone,271,373,369,406,frame3754.jpg
9,mouse,716,576,778,616,frame3754.jpg
10,mouse,370,536,416,568,frame3754.jpg
11,laptop,724,370,802,462,frame3754.jpg
16,laptop,261,387,478,538,frame3754.jpg
20,laptop,588,424,782,699,frame3754.jpg
22,laptop,552,379,718,466,frame3754.jpg
0,keyboard,636,564,724,684,frame3755.jpg
1,laptop,4,400,48,475,frame3755.jpg
2,cell phone,272,372,370,406,frame3755.jpg
5,laptop,268,374,366,424,frame3755.jpg
6,keyboard,262,460,392,529,frame3755.jpg
7,mouse,715,576,778,616,frame3755.jpg
8,mouse,370,536,416,568,frame3755.jpg
9,laptop,724,370,776,453,frame3755.jpg
16,laptop,261,387,478,537,frame3755.jpg
19,laptop,588,425,782,699,frame3755.jpg
21,laptop,552,379,717,466,frame3755.jpg
0,keyboard,637,564,723,682,frame3756.jpg
2,laptop,268,374,366,409,frame3756.jpg
3,mouse,716,576,778,616,frame3756.jpg
4,mouse,292,406,366,434,frame3756.jpg
5,cell phone,270,373,370,406,frame3756.jpg
6,keyboard,262,461,394,530,frame3756.jpg
8,mouse,370,536,416,568,frame3756.jpg
9,laptop,724,370,778,454,frame3756.jpg
15,laptop,261,387,479,538,frame3756.jpg
17,laptop,588,424,782,699,frame3756.jpg
20,laptop,552,378,718,466,frame3756.jpg
0,keyboard,637,564,723,682,frame3757.jpg
1,laptop,267,374,363,406,frame3757.jpg
2,cell phone,268,373,369,404,frame3757.jpg
3,laptop,870,292,952,334,frame3757.jpg
5,mouse,713,574,778,616,frame3757.jpg
6,keyboard,262,460,394,529,frame3757.jpg
7,mouse,293,406,365,434,frame3757.jpg
9,mouse,370,536,416,568,frame3757.jpg
10,laptop,725,370,777,454,frame3757.jpg
15,laptop,260,387,479,538,frame3757.jpg
19,laptop,587,425,782,699,frame3757.jpg
21,laptop,552,378,717,466,frame3757.jpg
0,cell phone,612,255,661,300,frame3758.jpg
1,keyboard,637,564,723,682,frame3758.jpg
3,laptop,268,373,370,414,frame3758.jpg
4,keyboard,262,460,393,529,frame3758.jpg
5,mouse,714,576,778,616,frame3758.jpg
7,mouse,292,406,366,434,frame3758.jpg
8,mouse,370,536,416,568,frame3758.jpg
9,laptop,724,370,772,452,frame3758.jpg
14,laptop,261,386,479,538,frame3758.jpg
18,laptop,588,424,782,699,frame3758.jpg
20,laptop,552,378,718,466,frame3758.jpg
0,keyboard,637,564,723,682,frame3759.jpg
1,cell phone,610,255,668,309,frame3759.jpg
2,laptop,268,373,370,412,frame3759.jpg
4,keyboard,262,460,393,529,frame3759.jpg
5,laptop,867,294,946,330,frame3759.jpg
7,mouse,715,575,777,616,frame3759.jpg
8,mouse,292,406,365,435,frame3759.jpg
9,mouse,370,536,416,568,frame3759.jpg
10,laptop,724,370,778,454,frame3759.jpg
16,laptop,261,386,479,537,frame3759.jpg
19,laptop,588,424,782,700,frame3759.jpg
21,laptop,552,378,717,466,frame3759.jpg
0,cell phone,610,258,668,310,frame3760.jpg
1,keyboard,637,564,723,683,frame3760.jpg
2,laptop,270,371,369,403,frame3760.jpg
3,laptop,870,284,950,331,frame3760.jpg
5,keyboard,262,460,393,529,frame3760.jpg
7,mouse,716,576,778,616,frame3760.jpg
8,mouse,370,536,416,568,frame3760.jpg
9,laptop,724,370,782,455,frame3760.jpg
13,laptop,260,386,479,538,frame3760.jpg
18,laptop,588,425,782,699,frame3760.jpg
20,laptop,552,378,717,466,frame3760.jpg
0,book,273,372,370,401,frame3761.jpg
1,keyboard,637,564,723,683,frame3761.jpg
3,keyboard,262,460,393,529,frame3761.jpg
5,cell phone,614,256,654,290,frame3761.jpg
6,laptop,872,284,954,338,frame3761.jpg
7,mouse,717,576,777,616,frame3761.jpg
8,mouse,370,536,416,568,frame3761.jpg
9,laptop,724,370,780,454,frame3761.jpg
16,laptop,260,386,479,538,frame3761.jpg
18,laptop,588,424,782,699,frame3761.jpg
20,laptop,552,378,717,466,frame3761.jpg
0,keyboard,637,564,723,682,frame3762.jpg
2,laptop,870,286,950,334,frame3762.jpg
3,keyboard,261,460,394,529,frame3762.jpg
5,mouse,717,576,777,616,frame3762.jpg
6,mouse,370,536,416,568,frame3762.jpg
8,laptop,724,369,804,467,frame3762.jpg
12,laptop,260,386,479,538,frame3762.jpg
16,laptop,587,424,782,699,frame3762.jpg
17,laptop,552,378,717,466,frame3762.jpg
0,laptop,868,289,946,328,frame3763.jpg
1,keyboard,636,564,722,682,frame3763.jpg
2,mouse,300,407,362,434,frame3763.jpg
4,mouse,714,574,778,617,frame3763.jpg
5,keyboard,262,460,394,530,frame3763.jpg
7,cell phone,319,372,370,391,frame3763.jpg
8,mouse,370,536,416,568,frame3763.jpg
10,laptop,724,370,804,469,frame3763.jpg
14,laptop,260,387,479,538,frame3763.jpg
18,laptop,587,424,782,699,frame3763.jpg
20,laptop,552,379,718,466,frame3763.jpg
0,keyboard,637,564,723,682,frame3764.jpg
2,laptop,867,292,944,330,frame3764.jpg
3,mouse,370,536,416,568,frame3764.jpg
5,laptop,192,387,480,538,frame3764.jpg
7,laptop,724,370,804,470,frame3764.jpg
15,laptop,587,424,783,698,frame3764.jpg
16,laptop,552,378,717,466,frame3764.jpg
0,keyboard,637,564,723,682,frame3765.jpg
1,keyboard,278,460,392,526,frame3765.jpg
3,laptop,272,374,354,399,frame3765.jpg
5,cell phone,370,537,416,568,frame3765.jpg
7,laptop,192,386,481,540,frame3765.jpg
8,laptop,724,369,804,470,frame3765.jpg
16,laptop,588,424,782,700,frame3765.jpg
17,laptop,552,379,718,467,frame3765.jpg
1,keyboard,637,564,723,682,frame3766.jpg
3,mouse,370,537,416,567,frame3766.jpg
4,keyboard,276,461,393,528,frame3766.jpg
5,cell phone,370,536,416,566,frame3766.jpg
7,laptop,272,371,373,405,frame3766.jpg
9,laptop,199,387,479,542,frame3766.jpg
10,laptop,724,370,804,470,frame3766.jpg
18,laptop,588,424,782,700,frame3766.jpg
19,laptop,552,378,717,466,frame3766.jpg
0,keyboard,637,564,722,682,frame3767.jpg
1,cell phone,616,255,656,290,frame3767.jpg
3,laptop,273,371,371,405,frame3767.jpg
